idx,BOD_addr,general,pediatric,specialist,CensusCountyFips,Latitude,Longitude,hygienist_for_general,hygienist_for_pediatric
171," 1020 FOREST DR,-,-,ALLENTOWN,PENNSYLVANIA,18103",1.0,0.0,0.0,77.0,40.59702105,40.59702105,2.0,0.0
172," 1020 ORRSTOWN RD,-,-,SHIPPENSBURG,PENNSYLVANIA,17257",1.0,0.0,0.0,55.0,40.05299087,40.05299087,2.0,0.0
173," 10200 REEDER ROAD,-,-,MERCERSBURG,PENNSYLVANIA,17236",1.0,0.0,0.0,55.0,39.78352574,39.78352574,2.0,0.0
174," 1021 COURT ST,-,-,HONESDALE,PENNSYLVANIA,18431",1.0,0.0,0.0,127.0,41.57546981,41.57546981,2.0,0.0
175," 1021 FERNHILL LN,-,-,WHITEHALL,PENNSYLVANIA,18052",1.0,0.0,0.0,77.0,40.62559809,40.62559809,2.0,0.0
176," 1021 OLD YORK ROAD,SUITE 101,-,ABINGTON,PENNSYLVANIA,19001",1.0,0.0,0.0,91.0,40.11135661,40.11135661,2.0,0.0
177," 1021 TWO TAVERNS ROAD,-,-,GETTYSBURG,PENNSYLVANIA,17325",1.0,0.0,0.0,1.0,39.802017299999996,39.802017299999996,2.0,0.0
178," 1021 WEST MAIN STREET,-,-,LANSDALE,PENNSYLVANIA,19446",1.0,0.0,0.0,91.0,40.24922748,40.24922748,2.0,0.0
179," 1022 N MAIN STR EXT  STE 203,-,-,BUTLER,PENNSYLVANIA,16001",1.0,0.0,0.0,19.0,40.9095078,40.9095078,2.0,0.0
180," 1023 E LISBURN RD,-,-,MECHANICSBURG,PENNSYLVANIA,17055",1.0,0.0,0.0,41.0,40.17251906,40.17251906,2.0,0.0
181," 1023 MUMAW STREET,-,-,SCOTTDALE,PENNSYLVANIA,15683",1.0,0.0,0.0,129.0,40.1119225,40.1119225,2.0,0.0
182," 1023 RIVIERA RD,-,-,WARMINSTER,PENNSYLVANIA,18974",1.0,0.0,0.0,17.0,40.20423457,40.20423457,2.0,0.0
183," 1025 BARTRAM AVENUE,-,-,COLLINGDALE,PENNSYLVANIA,19023",1.0,0.0,0.0,45.0,39.91435546,39.91435546,2.0,0.0
184," 1025 CHISLETT STREET ,-,-,PITTSBURGH,PENNSYLVANIA,15206",1.0,0.0,0.0,3.0,40.4766491,40.4766491,2.0,0.0
185," 1025 CHISLETT STREET,-,-,PITTSBURGH,PENNSYLVANIA,15206",1.0,0.0,0.0,3.0,40.4766491,40.4766491,2.0,0.0
186," 1025 NORTH PROVIDENCE ROAD,-,1025 N PROVIDENCE RD,MEDIA,PENNSYLVANIA,19063",0.0,0.0,1.0,45.0,39.93149484,39.93149484,0.0,0.0
187," 1026 CENTER CHURCH RD,-,-,NEW CASTLE,PENNSYLVANIA,16101",1.0,0.0,0.0,73.0,40.94475476,40.94475476,2.0,0.0
188," 1026 HEARTHSTONE WAY,-,-,LEWISBURG,PENNSYLVANIA,17837",1.0,0.0,0.0,119.0,40.99488514,40.99488514,2.0,0.0
189," 1026 MAIN STREET,PO BOX 175,-,BLUE BALL,PENNSYLVANIA,17506",1.0,0.0,0.0,71.0,40.11404372,40.11404372,2.0,0.0
190," 10281 TWIN HILL ROAD EXT,-,-,WEXFORD,PENNSYLVANIA,15090",1.0,0.0,0.0,3.0,40.6016304,40.6016304,2.0,0.0
191," 1029 FAIRVIEW AVENUE,-,-,STROUDSBURG,PENNSYLVANIA,18360",0.0,0.0,2.0,89.0,40.98807357,40.98807357,0.0,0.0
192," 1029 QUENTIN ROAD,-,-,LEBANON,PENNSYLVANIA,17042",1.0,0.0,0.0,75.0,40.32332665,40.32332665,2.0,0.0
193," 1029 SOUTH CLEVELAND STREET,-,-,PHILADELPHIA,PENNSYLVANIA,19146",1.0,0.0,0.0,101.0,39.9392898,39.9392898,2.0,0.0
194," 103 CENTER STREET,-,-,RIDGWAY,PENNSYLVANIA,15853",1.0,0.0,0.0,47.0,41.41977841,41.41977841,2.0,0.0
195," 103 CHURCHILL CIR,-,-,NORTH WALES,PENNSYLVANIA,19454",0.0,0.0,1.0,91.0,40.24025261,40.24025261,0.0,0.0
196," 103 E. RIDLEY AVENUE,2ND FLOOR,-,RIDLEY PARK,PENNSYLVANIA,19078",1.0,0.0,0.0,45.0,39.88040922,39.88040922,2.0,0.0
197," 103 EAGLE CT.,-,-,WILKES BARRE,PENNSYLVANIA,18706",1.0,0.0,0.0,79.0,41.22090120000001,41.22090120000001,2.0,0.0
198," 103 EAST MAIN STREET,P O BOX 490,-,SILVERDALE,PENNSYLVANIA,18962",1.0,0.0,0.0,17.0,40.34715636,40.34715636,2.0,0.0
199," 103 NEW MEADOW RUN DRIVE,-,-,FARMINGTON,PENNSYLVANIA,15437",1.0,0.0,0.0,51.0,39.79059696,39.79059696,2.0,0.0
200," 103 ROSEWYN LN,-,-,DOUGLASSVILLE,PENNSYLVANIA,19518",1.0,0.0,0.0,11.0,40.29110410000001,40.29110410000001,2.0,0.0
201," 103 S RIDGE RD,-,-,BOILING SPGS,PENNSYLVANIA,17007",1.0,0.0,0.0,41.0,40.15399034,40.15399034,2.0,0.0
202," 103 SCENIC COURT,-,-,MT. BETHEL,PENNSYLVANIA,18343",1.0,0.0,0.0,95.0,40.85795005,40.85795005,2.0,0.0
203," 103 W GROVE ST,-,-,CLARK SUMMIT,PENNSYLVANIA,18411",1.0,0.0,0.0,69.0,41.49277994,41.49277994,2.0,0.0
204," 103 W GROVE STREET,-,-,CLARKS SUMMIT,PENNSYLVANIA,18411",1.0,0.0,0.0,69.0,41.49277994,41.49277994,2.0,0.0
205," 103 WENDY AVENUE,-,-,SLIPPERY ROCK,PENNSYLVANIA,16057",1.0,0.0,0.0,19.0,41.09514088,41.09514088,2.0,0.0
206," 1030 E LANCASTER AVE,APT.#523,-,BRYN MAWR,PENNSYLVANIA,19010",1.0,0.0,0.0,45.0,40.02917753,40.02917753,2.0,0.0
207," 1030 E WILLOW GROVE AVE,-,-,WYNDMOOR,PENNSYLVANIA,19038",1.0,0.0,0.0,91.0,40.0832784,40.0832784,2.0,0.0
208," 1030 E. WILLOW GROVE AVENUE,-,-,WYNDMOOR,PENNSYLVANIA,19038",1.0,0.0,0.0,91.0,40.0832784,40.0832784,2.0,0.0
209," 1030 HOLLAND ROAD,-,-,HOLLAND,PENNSYLVANIA,18966",1.0,0.0,0.0,17.0,40.20145364,40.20145364,2.0,0.0
210," 1031 GERMANTOWN PIKE,-,-,PLYMOUTH MTG,PENNSYLVANIA,19462",1.0,0.0,0.0,91.0,40.12996144,40.12996144,2.0,0.0
211," 1031 PENN GRANT RD.,-,-,LANCASTER,PENNSYLVANIA,17602",1.0,0.0,0.0,71.0,39.97905529,39.97905529,2.0,0.0
212," 1032 NORTH EASTON ROAD,SUITE B,-,DOYLESTOWN,PENNSYLVANIA,18902",1.0,0.0,0.0,17.0,40.35233145,40.35233145,2.0,0.0
213," 1032 RIDGE ROAD,-,-,ELIZABETHTOWN,PENNSYLVANIA,17022",1.0,0.0,0.0,71.0,40.15128347,40.15128347,2.0,0.0
214," 10321 BACK MOUNTAIN RD,-,-,MILROY,PENNSYLVANIA,17063",1.0,0.0,0.0,87.0,40.7442745,40.7442745,2.0,0.0
215," 10325 RIDGECREST POINT,-,-,WEXFORD,PENNSYLVANIA,15090",1.0,0.0,1.0,3.0,40.5997698,40.5997698,2.0,0.0
216," 1033 SURREY ROAD,-,-,PHILADELPHIA,PENNSYLVANIA,19115",1.0,0.0,0.0,101.0,40.087970299999995,40.087970299999995,2.0,0.0
217," 1033 WASHINGTON BLVD,-,-,WILLIAMSPORT,PENNSYLVANIA,17701",1.0,0.0,0.0,81.0,41.24944858,41.24944858,2.0,0.0
218," 1033 WEBSTER AVENUE,-,-,ALLENTOWN,PENNSYLVANIA,18103",1.0,0.0,0.0,77.0,40.5737198,40.5737198,2.0,0.0
219," 1035 YELLOW SPRINGS DRIVE,-,-,WILLIAMSBURG,PENNSYLVANIA,16693",1.0,0.0,0.0,13.0,40.46618641,40.46618641,2.0,0.0
220," 1036 COCOA AVENUE,-,-,HERSHEY,PENNSYLVANIA,17033",1.0,0.0,0.0,43.0,40.27253662,40.27253662,2.0,0.0
221," 1036 HEARTHSTONE WAY,-,-,LEWISBURG,PENNSYLVANIA,17837",1.0,0.0,0.0,119.0,40.99512891,40.99512891,2.0,0.0
222," 1036 SIGNAL HILL LANE,-,-,LANCASTER,PENNSYLVANIA,17601",1.0,0.0,0.0,71.0,40.07698933,40.07698933,2.0,0.0
223," 1036 VALLEYVIEW DR,-,-,LATROBE,PENNSYLVANIA,15650",1.0,0.0,0.0,129.0,40.30608155,40.30608155,2.0,0.0
224," 1037 CAPONES WAY,-,-,MONTOURSVILLE,PENNSYLVANIA,17754",0.0,0.0,1.0,81.0,41.31115155,41.31115155,0.0,0.0
225," 1038 ALCOTT ST,-,-,PHILADELPHIA,PENNSYLVANIA,19149",1.0,0.0,0.0,101.0,40.03617968,40.03617968,2.0,0.0
226," 1038 KNORR ST,-,-,PHILADELPHIA,PENNSYLVANIA,19111",1.0,0.0,0.0,101.0,40.04832324,40.04832324,2.0,0.0
227," 1039 O'NIELL HIGHWAY,-,-,DUNMORE,PENNSYLVANIA,18512",0.0,0.0,1.0,69.0,41.43786865,41.43786865,0.0,0.0
228," 104 BRONCO LN,-,-,GREELEY,PENNSYLVANIA,18425",1.0,0.0,0.0,103.0,41.40720729,41.40720729,2.0,0.0
229," 104 BROTZMAN LANE,-,-,KUNKLETOWN,PENNSYLVANIA,18058",1.0,0.0,0.0,89.0,40.89127769,40.89127769,2.0,0.0
230," 104 CABOT COURT,-,-,DOWNINGTOWN,PENNSYLVANIA,19335",1.0,0.0,0.0,29.0,40.04863098,40.04863098,2.0,0.0
231," 104 CARRIAGE COURT,-,-,PLYMOUTH MEETING,PENNSYLVANIA,19462",1.0,0.0,0.0,91.0,40.10819784,40.10819784,2.0,0.0
232," 104 CHESTON LANE,-,-,AMBLER,PENNSYLVANIA,19002",1.0,0.0,0.0,91.0,40.17449947,40.17449947,2.0,0.0
233," 104 EAST AGNEW AVENUE,-,-,PITTSBURGH,PENNSYLVANIA,15210",1.0,0.0,0.0,3.0,40.3952991,40.3952991,2.0,0.0
234," 104 EAST MAIN STREET,-,-,NEW HOLLAND,PENNSYLVANIA,17557",1.0,0.0,0.0,71.0,40.10250927,40.10250927,2.0,0.0
235," 104 GABLE RD,-,-,CRANBERRY TOWNSHIP,PENNSYLVANIA,16066",1.0,0.0,0.0,19.0,40.70454041,40.70454041,2.0,0.0
236," 104 KAIBAB TRAIL,-,-,SLIPPERY ROCK,PENNSYLVANIA,16057",1.0,0.0,0.0,19.0,41.04742864,41.04742864,2.0,0.0
237," 104 MILLER STREET,-,-,STRASBURG,PENNSYLVANIA,17579",1.0,0.0,0.0,71.0,39.98300365,39.98300365,2.0,0.0
238," 104 MUDDY RUN ROAD,-,-,OXFORD,PENNSYLVANIA,19363",1.0,0.0,0.0,29.0,39.83624712,39.83624712,2.0,0.0
239," 104 S WAYNE AVE,UNIT 88,-,WAYNE,PENNSYLVANIA,19087",1.0,0.0,0.0,45.0,40.0431404,40.0431404,2.0,0.0
240," 104 SCHUBERT DRIVE,-,-,DOWNINGTOWN,PENNSYLVANIA,19335",2.0,0.0,0.0,29.0,40.03099381,40.03099381,4.0,0.0
241," 104 SOUTH SECOND AVENUE,-,-,COLLEGEVILLE,PENNSYLVANIA,19426",1.0,0.0,0.0,91.0,40.18214822,40.18214822,2.0,0.0
242," 104 WELLINGTON RD,-,-,ASTON,PENNSYLVANIA,19014",1.0,0.0,0.0,45.0,39.86017233,39.86017233,2.0,0.0
243," 104 WYNWOOD DRIVE,-,-,WILLOW STREET,PENNSYLVANIA,17584",1.0,0.0,0.0,71.0,39.97487503,39.97487503,2.0,0.0
244," 1042 BOESHORE CIR,-,-,READING,PENNSYLVANIA,19605",1.0,0.0,0.0,11.0,40.3960057,40.3960057,2.0,0.0
245," 1042 NISLEY ROAD,-,-,LANCASTER,PENNSYLVANIA,17601",1.0,0.0,0.0,71.0,40.07500719,40.07500719,2.0,0.0
246," 1042 SQUIRES DRIVE,-,-,WEST CHESTER,PENNSYLVANIA,19382",1.0,0.0,0.0,29.0,39.93516821,39.93516821,2.0,0.0
247," 10431 ACADEMY ROAD,SUITE K,-,PHILADELPHIA,PENNSYLVANIA,19114",1.0,0.0,0.0,101.0,40.08019816,40.08019816,2.0,0.0
248," 1044 EISENHOWER AVENUE,-,-,WOODLYN,PENNSYLVANIA,19094",1.0,0.0,0.0,45.0,39.88315476,39.88315476,2.0,0.0
249," 1044 JENKINTOWN ROAD,-,-,JENKINTOWN,PENNSYLVANIA,19046",0.0,0.0,1.0,91.0,40.08782038,40.08782038,0.0,0.0
250," 1045 KAREN ST,-,-,BOALSBURG,PENNSYLVANIA,16827",0.0,0.0,1.0,27.0,40.78583432,40.78583432,0.0,0.0
251," 1046 GRAVEL PIKE,-,-,RED HILL,PENNSYLVANIA,18076",0.0,0.0,1.0,91.0,40.38414143,40.38414143,0.0,0.0
252," 1047 KETTERING ROAD,-,-,CREEKSIDE,PENNSYLVANIA,15732",1.0,0.0,0.0,63.0,40.74700913,40.74700913,2.0,0.0
253," 1047 OLD YORK RD,-,-,ABINGTON,PENNSYLVANIA,19001",1.0,0.0,0.0,91.0,40.11265089,40.11265089,2.0,0.0
254," 1047 OLD YORK ROAD,-,-,ABINGTON,PENNSYLVANIA,19001",2.0,0.0,0.0,91.0,40.11265089,40.11265089,4.0,0.0
255," 1048 PARK ROAD,-,-,BLANDON,PENNSYLVANIA,19510",0.0,0.0,1.0,11.0,40.439658200000004,40.439658200000004,0.0,0.0
256," 1048 SOUTH STREET,-,-,PHILADELPHIA,PENNSYLVANIA,19147",2.0,0.0,0.0,101.0,39.94285068,39.94285068,4.0,0.0
257," 1049 TREELINE DRIVE,-,-,ALLENTOWN,PENNSYLVANIA,18103",1.0,0.0,0.0,77.0,40.56483518,40.56483518,2.0,0.0
258," 105 BALTIMORE PIKE,-,-,SPRINGFIELD,PENNSYLVANIA,19064",1.0,0.0,0.0,45.0,39.92347384,39.92347384,2.0,0.0
259," 105 BUTLER STREET,-,-,OLD FORGE,PENNSYLVANIA,18518",1.0,0.0,0.0,69.0,41.37262292,41.37262292,2.0,0.0
260," 105 CHALFONT RD,-,-,KENNETT SQUARE,PENNSYLVANIA,19348",1.0,0.0,0.0,29.0,39.86878220000001,39.86878220000001,2.0,0.0
261," 105 EAST LOCUST STREET,-,-,EPHRATA,PENNSYLVANIA,17522",1.0,0.0,0.0,71.0,40.17818306,40.17818306,2.0,0.0
262," 105 GROHMAN RD,-,-,BUTLER,PENNSYLVANIA,16002",1.0,0.0,0.0,19.0,40.83227885,40.83227885,2.0,0.0
263," 105 LATIMORE CT,-,-,VENETIA,PENNSYLVANIA,15367",1.0,0.0,0.0,125.0,40.25881816,40.25881816,2.0,0.0
264," 105 MEADOW VALLEY RD APT 1,-,-,EPHRATA,PENNSYLVANIA,17522",1.0,0.0,0.0,71.0,40.18066514,40.18066514,2.0,0.0
265," 105 NORTH PROVIDENCE ROAD,-,-,WALLINGFORD,PENNSYLVANIA,19086",1.0,0.0,0.0,45.0,39.89762756,39.89762756,2.0,0.0
266," 105 PENHURST DRIVE,-,-,PITTSBURGH,PENNSYLVANIA,15235",1.0,0.0,0.0,3.0,40.4278402,40.4278402,2.0,0.0
267," 105 PINE AVE,-,-,KANE,PENNSYLVANIA,16735",1.0,0.0,0.0,83.0,41.65691694,41.65691694,2.0,0.0
268," 105 SCHREINER DRIVE,-,-,NORTH WALES,PENNSYLVANIA,19454",1.0,0.0,0.0,91.0,40.25110988,40.25110988,2.0,0.0
269," 105 SILVER OAK CT,-,-,WARWICK,PENNSYLVANIA,18974",1.0,0.0,0.0,17.0,40.22638970000001,40.22638970000001,2.0,0.0
270," 105 TEEN CHALLENGE RD,-,-,WOMELSDORF,PENNSYLVANIA,19567",1.0,0.0,0.0,11.0,40.4208589,40.4208589,2.0,0.0
271," 105 URBAN AVE,-,-,NORWOOD,PENNSYLVANIA,19074",0.0,0.0,1.0,45.0,39.89748302,39.89748302,0.0,0.0
272," 1050 BALTIMORE PIKE,-,-,SPRINGFIELD,PENNSYLVANIA,19064",0.0,0.0,1.0,45.0,39.91401441,39.91401441,0.0,0.0
273," 1050 BALTIMORE PIKE,ENDODONTICS ASSOCIATES,1050 BALTIMORE PIKE,SPRINGFIELD,PENNSYLVANIA,19064",0.0,0.0,1.0,45.0,39.93329499,39.93329499,0.0,0.0
274," 1050 BALTIMORE PIKE,STE-6,-,SPRINGFIELD,PENNSYLVANIA,19064",0.0,0.0,1.0,45.0,39.91401441,39.91401441,0.0,0.0
275," 1050 BEN FRANKLIN HIGHWAY,-,1050 BEN FRANKLIN HWY. WEST,DOUGLASSVILLE,PENNSYLVANIA,19518",1.0,0.0,0.0,11.0,40.26382788,40.26382788,2.0,0.0
276," 1050 BYBERRY RD,-,-,HUNTINGDON VALLEY,PENNSYLVANIA,19006",1.0,0.0,0.0,91.0,40.14802175,40.14802175,2.0,0.0
277," 1051 E MAIN STREET,SUIT 4,-,WAYNESBORO,PENNSYLVANIA,17268",1.0,0.0,0.0,55.0,39.77566795,39.77566795,2.0,0.0
278," 1051 PENN CIRCLE,APT G107,-,KING OF PRUSSIA,PENNSYLVANIA,19406",1.0,0.0,0.0,91.0,40.09440912,40.09440912,2.0,0.0
279," 1051 WOODVALE AVE.,-,-,LANGHORNE,PENNSYLVANIA,19047",1.0,0.0,0.0,17.0,40.15680073,40.15680073,2.0,0.0
280," 1052 SR 29 N,-,-,TUNKHANNOCK,PENNSYLVANIA,18657",1.0,0.0,0.0,131.0,41.60746556,41.60746556,2.0,0.0
281," 10538 UPPER STRASBURG ROAD,-,-,UPPERSTRASBURG,PENNSYLVANIA,17265",1.0,0.0,0.0,55.0,40.06741382,40.06741382,2.0,0.0
282," 10550 CONNOR CT,-,-,WEXFORD,PENNSYLVANIA,15090",1.0,0.0,0.0,3.0,40.610007700000004,40.610007700000004,2.0,0.0
283," 1056 BROOKWOOD DR,-,-,MECHANICSBURG,PENNSYLVANIA,17055",1.0,0.0,0.0,41.0,40.17576986,40.17576986,2.0,0.0
284," 1057 SHEARWATER DRIVE,-,-,AUDUBON,PENNSYLVANIA,19403",1.0,0.0,0.0,91.0,40.13140156,40.13140156,2.0,0.0
285," 1058 MOUNTAIN ROAD,-,-,YORK SPRINGS,PENNSYLVANIA,17372",1.0,0.0,0.0,1.0,40.0425294,40.0425294,2.0,0.0
286," 1058 SOUTH MAIN STREET,-,-,MEADVILLE,PENNSYLVANIA,16335",1.0,0.0,0.0,39.0,41.63398718,41.63398718,2.0,0.0
287," 1059 WYOMING AVENUE,-,-,EXETER,PENNSYLVANIA,18643",1.0,0.0,0.0,79.0,41.32276168,41.32276168,2.0,0.0
288," 106 BARLEY SHEAF DR,-,-,NORRISTOWN,PENNSYLVANIA,19403",1.0,0.0,0.0,91.0,40.14791342,40.14791342,2.0,0.0
289," 106 CANYON CT,-,-,LATROBE,PENNSYLVANIA,15650",1.0,0.0,0.0,129.0,40.28829188,40.28829188,2.0,0.0
290," 106 CAPTAINS WAY,-,-,PHILADELPHIA,PENNSYLVANIA,19146",0.0,0.0,1.0,101.0,39.94407507,39.94407507,0.0,0.0
291," 106 CHERRY WAY,-,-,BEAVER FALLS,PENNSYLVANIA,15010",1.0,0.0,0.0,7.0,40.763882,40.763882,2.0,0.0
292," 106 HIDDEN VALLEY DR,-,-,CLARKS SUMMIT,PENNSYLVANIA,18411",1.0,0.0,0.0,69.0,41.43407182,41.43407182,2.0,0.0
293," 106 KINGWOOD DR,-,-,VENETIA,PENNSYLVANIA,15367",0.0,0.0,1.0,125.0,40.26869961,40.26869961,0.0,0.0
294," 106 KINGWOOD DRIVE,-,-,VENETIA,PENNSYLVANIA,15367",0.0,0.0,1.0,125.0,40.26869961,40.26869961,0.0,0.0
295," 106 MILL CREEK RD,-,-,HOLLAND,PENNSYLVANIA,18966",0.0,1.0,0.0,17.0,40.18048338,40.18048338,0.0,2.0
296," 106 OLD SCHOOLHOUSE LN,-,-,MECHANICSBURG,PENNSYLVANIA,17055",1.0,0.0,0.0,41.0,40.19330203,40.19330203,2.0,0.0
297," 106 PARKHURST STREET,-,-,ELKLAND,PENNSYLVANIA,16920",1.0,0.0,0.0,117.0,41.98651584,41.98651584,2.0,0.0
298," 106 PEACH BOTTOM ROAD,-,-,PEACH BOTTOM,PENNSYLVANIA,17563",1.0,0.0,0.0,71.0,39.77584912,39.77584912,2.0,0.0
299," 106 RUTH LN,-,-,DOYLESTOWN,PENNSYLVANIA,18901",0.0,1.0,0.0,17.0,40.28446653,40.28446653,0.0,2.0
300," 106 SHADYCREST CT,-,-,VENETIA,PENNSYLVANIA,15367",0.0,0.0,1.0,125.0,40.26105804,40.26105804,0.0,0.0
301," 106 SHERMAN STREET,REAR APARTMENT,-,MOUNT OLIVER,PENNSYLVANIA,15210",1.0,0.0,0.0,3.0,40.4143834,40.4143834,2.0,0.0
302," 106 VALLEY HEIGHTS DRIVE,-,-,WILLIAMSPORT,PENNSYLVANIA,17701",1.0,0.0,0.0,81.0,41.26337438,41.26337438,2.0,0.0
303," 1060 TENER ST,APT 4,-,JOHNSTOWN,PENNSYLVANIA,15904",1.0,0.0,0.0,21.0,40.28183398,40.28183398,2.0,0.0
304," 1061 WILLIAMSBURG ROAD,-,-,LANCASTER,PENNSYLVANIA,17603",1.0,0.0,0.0,71.0,40.01592482,40.01592482,2.0,0.0
305," 1063 MOSSER RD ,APT E204,-,BREINIGSVILLE,PENNSYLVANIA,18031",1.0,0.0,0.0,77.0,40.54855624,40.54855624,2.0,0.0
306," 1065 SOUTH WISTERIA ,-,-,MALVERN,PENNSYLVANIA,19355",0.0,0.0,1.0,29.0,40.05843843,40.05843843,0.0,0.0
307," 1065 SOUTH WISTERIA DR,-,-,MALVERN,PENNSYLVANIA,19355",1.0,0.0,0.0,29.0,40.05843843,40.05843843,2.0,0.0
308," 1065 WOODBERRY DRIVE,-,-,MOUNTAIN TOP,PENNSYLVANIA,18707",1.0,0.0,0.0,79.0,41.15424777,41.15424777,2.0,0.0
309," 1066 BLACKRIDGE ROAD,-,-,PITTSBURGH,PENNSYLVANIA,15235",1.0,0.0,0.0,3.0,40.44834779999999,40.44834779999999,2.0,0.0
310," 10673 STATE ROUTE 3001,-,-,MONTROSE,PENNSYLVANIA,18801",0.0,0.0,1.0,115.0,41.73206968,41.73206968,0.0,0.0
311," 1069 EAGLE RD,-,-,HUNTINGDON VALLEY,PENNSYLVANIA,19006",1.0,0.0,0.0,17.0,40.15939606,40.15939606,2.0,0.0
312," 106A NORTH VAN PELT STREET,-,-,PHILADELPHIA,PENNSYLVANIA,19103",1.0,0.0,0.0,101.0,39.95710314,39.95710314,2.0,0.0
313," 107 BELL FARM ESTATES,-,-,SEWICKLEY,PENNSYLVANIA,15143",1.0,0.0,0.0,3.0,40.595845000000004,40.595845000000004,2.0,0.0
314," 107 BROADLEAF PLACE,-,-,NEWTOWN,PENNSYLVANIA,18940",0.0,0.0,1.0,17.0,40.26218185,40.26218185,0.0,0.0
315," 107 EAST CENTRAL AVENUE,P O BOX 710,-,AVIS,PENNSYLVANIA,17721",1.0,0.0,0.0,35.0,41.18515102,41.18515102,2.0,0.0
316," 107 GUINNESS LN,-,-,NORTH WALES,PENNSYLVANIA,19454",1.0,0.0,0.0,91.0,40.23998122,40.23998122,2.0,0.0
317," 107 JEAN DANIELSON DR,-,-,GREENTOWN,PENNSYLVANIA,18426",1.0,0.0,0.0,103.0,41.3003781,41.3003781,2.0,0.0
318," 107 MCGROGAN ROAD,-,-,RUFFS DALE,PENNSYLVANIA,15679",1.0,0.0,0.0,129.0,40.22386662,40.22386662,2.0,0.0
319," 107 NOBLE AVE,-,-,PITTSBURGH,PENNSYLVANIA,15205",1.0,0.0,0.0,3.0,40.4346963,40.4346963,2.0,0.0
320," 107 OAK DRIVE,-,-,TRAFFORD,PENNSYLVANIA,15085",1.0,0.0,0.0,129.0,40.3919188,40.3919188,2.0,0.0
321," 107 OAK MANOR DRIVE,4A,-,MILFORD,PENNSYLVANIA,18337",1.0,0.0,0.0,103.0,41.30784613,41.30784613,2.0,0.0
322," 107 OLD PARADISE LANE,-,-,SPRING MILLS,PENNSYLVANIA,16875",1.0,0.0,0.0,27.0,40.85814309,40.85814309,2.0,0.0
323," 107 RAFFAEL DR.,-,-,MC MURRAY,PENNSYLVANIA,15317",1.0,0.0,0.0,125.0,40.276643799999995,40.276643799999995,2.0,0.0
324," 107 RUTGERS AVENUE,SUITE NUMBER TWO,-,SWARTHMORE,PENNSYLVANIA,19081",1.0,0.0,0.0,45.0,39.90101653,39.90101653,2.0,0.0
325," 107 SOUTH MAIN STREET,-,-,MIDWAY,PENNSYLVANIA,15060",1.0,0.0,0.0,125.0,40.36638914,40.36638914,2.0,0.0
326," 107 TOWNSHIP RD,-,-,OXFORD,PENNSYLVANIA,19363",1.0,0.0,0.0,29.0,39.82096768,39.82096768,2.0,0.0
327," 107 WARDEN ROAD,-,-,DOYLESTOWN,PENNSYLVANIA,18901",1.0,0.0,0.0,17.0,40.29466898,40.29466898,2.0,0.0
328," 107 WELCOME LAKE ESTATES LN.,-,-,BEACH LAKE,PENNSYLVANIA,18405",1.0,0.0,0.0,103.0,41.56715089,41.56715089,2.0,0.0
329," 107 WHEATFIELD DR,-,-,BEAVER,PENNSYLVANIA,15009",1.0,0.0,0.0,7.0,40.68508920000001,40.68508920000001,2.0,0.0
330," 10721 PHILCREST ROAD,-,10721 PHILCREST ROAD,PHILADELPHIA,PENNSYLVANIA,19154",1.0,0.0,0.0,101.0,40.07672028,40.07672028,2.0,0.0
331," 1076 GREENTREE ROAD,-,-,PITTSBURGH,PENNSYLVANIA,15220",1.0,0.0,0.0,3.0,40.412022799999995,40.412022799999995,2.0,0.0
332," 1077 GREENTREE ROAD,-,-,PITTSBURGH,PENNSYLVANIA,15220",1.0,0.0,0.0,3.0,40.4118828,40.4118828,2.0,0.0
333," 1077 RYDAL ROAD,SUITE 102,-,RYDAL,PENNSYLVANIA,19046",1.0,0.0,0.0,91.0,40.10625665,40.10625665,2.0,0.0
334," 1078 BEECH HOLLOW RD,-,-,AMBLER,PENNSYLVANIA,19002",1.0,0.0,0.0,91.0,40.17804505,40.17804505,2.0,0.0
335," 1079 HUNTINGDON PIKE,-,-,HUNTINGDON VLLY,PENNSYLVANIA,19006",1.0,0.0,0.0,91.0,40.09613782,40.09613782,2.0,0.0
336," 108 CRANSTON DR.,-,-,MOON TOWNSHIP,PENNSYLVANIA,15108",0.0,0.0,1.0,3.0,40.49705150000001,40.49705150000001,0.0,0.0
337," 108 EAST BROAD STREET,-,-,BETHLEHEM,PENNSYLVANIA,18018",1.0,0.0,0.0,95.0,40.62194278,40.62194278,2.0,0.0
338," 108 EAST MAIN STREET,-,-,WESTFIELD,PENNSYLVANIA,16950",1.0,0.0,0.0,117.0,41.91917111,41.91917111,2.0,0.0
339," 108 HIGH STREET,-,-,EDINBORO,PENNSYLVANIA,16412",1.0,0.0,0.0,49.0,41.87369544,41.87369544,2.0,0.0
340," 108 HILLSIDE COURT,-,-,DINGMANS FERRY,PENNSYLVANIA,18328",0.0,0.0,1.0,103.0,41.20097755,41.20097755,0.0,0.0
341," 108 INDEPENDENCE DR,-,-,HOLLAND,PENNSYLVANIA,18966",0.0,0.0,1.0,17.0,40.21033609,40.21033609,0.0,0.0
342," 108 KNOXLYN FARM DRIVE,-,-,KENNETT SQUARE,PENNSYLVANIA,19348",0.0,0.0,1.0,29.0,39.82528624,39.82528624,0.0,0.0
