,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
763,1400000US42049001100,"Census Tract 11, Erie County, Pennsylvania",9,23,11,0,29,8,0,0,59,9,39,0,124,0,16,32,0,10,9,0,0,26,31,0,0,284,0,0,121,0,0,7,0,0,140,16,0,0,231.5,279.7,44.8,39,595,
951,1400000US42049011001,"Census Tract 110.01, Erie County, Pennsylvania",73,0,31,0,0,16,0,0,51,134,28,89,383,92,0,0,0,0,49,0,0,30,48,48,116,535,109,0,0,0,0,33,0,0,175,0,29,189,305,390.4,145.6,499,1340,
760,1400000US42049011002,"Census Tract 110.02, Erie County, Pennsylvania",89,40,0,0,0,79,0,0,100,70,17,32,269,44,19,0,0,0,53,0,0,92,0,0,61,130,0,20,0,0,14,0,0,0,59,0,0,37,219,404,56,147,826,
761,1400000US42049011101,"Census Tract 111.01, Erie County, Pennsylvania",0,0,0,16,0,0,0,17,41,55,63,21,333,0,0,0,71,0,36,27,16,74,0,78,31,540,0,0,0,0,18,40,16,0,81,49,139,197,96,377.8,83.2,529,1086,
252,1400000US42049011102,"Census Tract 111.02, Erie County, Pennsylvania",0,0,23,93,0,36,0,0,16,0,12,102,168,0,0,0,20,0,17,0,0,22,33,17,59,249,0,0,0,17,0,0,0,8,35,43,36,110,153,149.2,60.8,336,699,
937,1400000US42049011201,"Census Tract 112.01, Erie County, Pennsylvania",48,33,0,17,0,8,8,0,97,51,19,49,311,0,126,8,30,0,0,0,9,38,34,49,17,330,0,32,9,21,17,26,14,10,58,45,74,24,332.5,302.5,104,232,971,
827,1400000US42049011202,"Census Tract 112.02, Erie County, Pennsylvania",0,0,0,0,0,17,0,0,0,47,14,130,514,14,0,0,18,0,17,0,0,133,63,105,164,572,0,0,0,20,39,21,0,0,86,35,189,182,71.5,322.5,116,784,1294,
943,1400000US42049011300,"Census Tract 113, Erie County, Pennsylvania",56,11,73,9,9,17,0,8,28,25,49,0,194,24,49,17,0,0,24,0,16,25,5,29,5,230,0,62,33,0,2,16,0,24,30,20,29,14,339.5,203.5,40,126,709,
818,1400000US42049011400,"Census Tract 114, Erie County, Pennsylvania",0,0,0,41,7,35,23,0,22,92,49,9,297,0,11,47,30,0,18,11,0,88,63,22,7,376,1,10,74,58,14,10,25,0,131,14,25,14,282.5,407.3,135.2,126,951,
944,1400000US42049011503,"Census Tract 115.03, Erie County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,44,85,265,0,0,9,0,25,0,0,0,48,33,96,54,176,8,0,0,0,26,0,0,10,37,74,15,6,42.5,141.9,85.6,300,570,
828,1400000US42049011505,"Census Tract 115.05, Erie County, Pennsylvania",0,0,0,0,0,0,0,0,13,22,31,0,208,6,0,0,56,0,0,0,0,79,36,24,7,179,0,0,8,0,0,0,0,0,80,34,36,21,70,190.4,73.6,119,453,
768,1400000US42049011507,"Census Tract 115.07, Erie County, Pennsylvania",7,0,0,0,30,7,10,0,43,44,55,8,183,14,11,0,12,0,24,9,12,8,14,53,26,275,66,0,0,0,47,8,0,0,16,12,55,71,148.5,189.5,56,268,662,
769,1400000US42049011600,"Census Tract 116, Erie County, Pennsylvania",69,16,17,24,32,0,0,0,61,46,30,0,340,17,35,0,52,5,23,0,0,118,19,38,33,412,9,29,51,23,62,0,0,0,78,151,0,9,391.5,372.7,172.8,110,1047,
945,1400000US42049011701,"Census Tract 117.01, Erie County, Pennsylvania",30,20,25,0,9,0,0,0,24,10,12,15,178,16,8,0,0,25,0,9,0,50,18,6,46,188,8,0,0,40,9,20,9,0,14,15,18,55,168.5,156.1,34.4,152,511,
829,1400000US42049011702,"Census Tract 117.02, Erie County, Pennsylvania",17,8,0,0,4,39,0,3,103,32,20,36,460,26,3,0,0,19,91,0,8,102,63,22,126,502,11,0,0,0,41,118,0,25,112,70,48,77,97,666,132,329,1224,
762,1400000US42049011801,"Census Tract 118.01, Erie County, Pennsylvania",0,0,33,20,12,0,0,0,41,39,21,0,237,0,0,19,17,13,4,0,0,55,76,13,40,236,7,0,0,4,14,18,0,9,53,54,22,55,119.5,233.3,135.2,151,639,
1607,1400000US42049011802,"Census Tract 118.02, Erie County, Pennsylvania",26,2,7,14,16,9,0,13,30,20,8,21,244,11,7,1,14,28,4,0,4,88,47,22,18,250,12,0,0,4,22,12,8,2,64,71,24,31,131,294.6,110.4,124,660,
819,1400000US42049011900,"Census Tract 119, Erie County, Pennsylvania",275,16,20,0,13,22,0,106,118,30,0,29,449,49,34,0,59,12,22,0,14,158,76,0,25,204,38,26,14,0,0,12,0,14,44,37,0,19,543.5,551.1,114.4,73,1282,
831,1400000US42049001200,"Census Tract 12, Erie County, Pennsylvania",101,47,8,0,6,26,23,0,6,8,0,38,75,0,36,7,0,0,22,0,0,0,0,0,10,200,51,30,36,7,0,25,31,20,0,0,0,0,326,157.6,6.4,48,538,
952,1400000US42049012001,"Census Tract 120.01, Erie County, Pennsylvania",14,6,10,11,13,6,0,0,36,21,11,9,160,15,6,26,0,24,3,0,5,26,10,31,14,130,5,0,3,0,17,6,3,5,51,9,22,9,123,176,32,96,427,
946,1400000US42049012002,"Census Tract 120.02, Erie County, Pennsylvania",91,0,0,40,0,3,0,0,112,45,67,25,178,21,68,0,0,0,3,0,0,15,53,0,18,247,45,48,0,0,7,0,41,0,34,9,52,11,316.5,232.9,85.6,173,808,
253,1400000US42049012100,"Census Tract 121, Erie County, Pennsylvania",67,8,15,5,13,11,0,0,71,42,38,53,530,143,27,8,36,2,46,13,20,82,82,52,19,687,66,69,14,0,23,55,7,37,206,60,68,82,477,603.8,147.2,312,1540,
770,1400000US42049012201,"Census Tract 122.01, Erie County, Pennsylvania",3,0,52,3,21,9,18,4,61,65,61,58,366,22,19,48,6,35,3,0,11,11,80,67,64,501,19,0,0,9,40,3,0,15,91,94,119,111,229,321.8,191.2,480,1222,
820,1400000US42049012202,"Census Tract 122.02, Erie County, Pennsylvania",0,0,0,0,40,0,0,0,146,54,31,16,300,42,15,0,0,0,0,14,49,61,24,0,95,315,56,16,0,0,23,0,0,0,13,39,77,91,160.5,337.9,93.6,310,902,
1265,1400000US42049012300,"Census Tract 123, Erie County, Pennsylvania",50,0,0,69,0,0,0,0,40,60,66,66,587,28,0,0,38,21,106,0,0,50,158,12,174,432,21,0,0,46,43,18,0,51,33,57,82,81,284,385,220,481,1370,
1266,1400000US42049012400,"Census Tract 124, Erie County, Pennsylvania",10,0,4,0,0,23,0,0,3,4,10,23,45,5,0,0,0,0,0,0,0,15,9,7,9,65,0,0,3,0,4,0,6,0,3,24,13,12,24,59.4,29.6,74,187,
832,1400000US42049001300,"Census Tract 13, Erie County, Pennsylvania",39,64,34,70,18,6,0,0,16,0,0,0,264,104,34,47,40,0,0,0,3,36,0,0,0,194,74,6,44,9,4,13,0,22,11,11,0,0,576,120.2,8.8,0,705,
833,1400000US42049001400,"Census Tract 14, Erie County, Pennsylvania",40,34,0,31,0,0,0,0,0,0,0,0,146,14,0,0,30,7,0,0,35,36,0,24,0,55,28,0,0,15,3,0,0,0,0,9,0,0,197,77.8,7.2,24,306,
772,1400000US42049001500,"Census Tract 15, Erie County, Pennsylvania",106,67,186,17,12,21,13,4,54,22,0,10,397,69,96,129,8,5,30,37,7,0,16,0,0,331,35,27,113,6,39,48,32,7,24,0,0,0,887,312.6,30.4,10,1240,
773,1400000US42049001600,"Census Tract 16, Erie County, Pennsylvania",153,73,0,51,0,0,11,0,51,17,0,25,395,107,51,0,31,6,0,0,15,45,32,79,29,336,28,38,32,51,54,16,0,0,83,34,0,0,645,267.6,66.4,133,1112,
938,1400000US42049001700,"Census Tract 17, Erie County, Pennsylvania",19,95,13,76,42,0,10,0,45,2,0,0,294,12,68,38,59,24,37,8,0,48,0,0,0,188,43,18,5,0,0,32,24,0,58,8,0,0,479,297,8,0,784,
825,1400000US42049001800,"Census Tract 18, Erie County, Pennsylvania",25,9,56,59,18,0,0,9,8,0,0,0,254,53,16,44,65,38,22,0,9,7,0,0,0,264,113,4,31,9,83,13,0,6,0,5,0,0,553.5,144.5,4,0,702,
246,1400000US42049001900,"Census Tract 19, Erie County, Pennsylvania",20,0,22,53,0,0,0,27,0,0,0,0,52,0,8,8,27,0,9,0,0,0,0,0,0,78,3,13,0,32,0,20,0,10,0,0,0,0,186,66,0,0,252,
244,1400000US42049000200,"Census Tract 2, Erie County, Pennsylvania",9,0,0,0,0,0,0,0,16,86,36,35,160,16,10,23,0,0,0,0,0,17,27,15,52,189,0,0,0,13,0,0,0,0,45,25,15,91,71,105.6,110.4,244,531,
247,1400000US42049002000,"Census Tract 20, Erie County, Pennsylvania",175,21,0,65,11,10,0,33,102,12,0,26,261,37,101,7,16,19,31,0,0,38,6,0,6,288,27,68,7,14,9,0,0,22,135,0,0,6,557.5,394.1,14.4,38,1004,
939,1400000US42049002100,"Census Tract 21, Erie County, Pennsylvania",13,14,0,33,0,0,0,0,26,0,37,36,224,23,24,0,46,0,0,27,9,21,64,0,10,256,0,12,18,0,26,13,28,9,86,32,14,18,196,251.2,76.8,115,639,
948,1400000US42049002200,"Census Tract 22, Erie County, Pennsylvania",30,0,11,0,66,0,11,0,90,24,13,12,352,78,0,27,0,63,9,24,0,75,58,10,8,323,0,0,20,0,8,10,0,0,152,133,0,0,234.5,482.5,172,43,932,
774,1400000US42049002300,"Census Tract 23, Erie County, Pennsylvania",10,0,41,0,26,73,0,16,21,7,22,7,180,9,17,20,28,33,27,0,0,7,10,29,0,388,9,19,63,36,97,9,0,0,77,36,32,10,330,318.6,42.4,100,791,
1605,1400000US42049002400,"Census Tract 24, Erie County, Pennsylvania",139,0,0,0,13,0,0,18,76,21,24,15,292,10,0,46,0,18,37,7,26,102,42,4,0,228,16,0,14,18,0,28,6,17,65,59,5,0,258.5,421.9,97.6,48,826,
764,1400000US42049002500,"Census Tract 25, Erie County, Pennsylvania",65,7,37,65,12,0,0,0,39,0,0,6,292,36,6,56,31,23,75,0,0,28,37,0,0,172,36,7,34,0,0,37,0,0,24,34,0,0,397.5,234.7,56.8,6,695,
940,1400000US42049002600,"Census Tract 26, Erie County, Pennsylvania",0,27,65,0,82,24,0,0,30,0,0,0,365,70,20,57,0,18,29,12,21,107,20,0,11,321,45,0,30,0,38,7,11,0,141,39,0,10,383,462.8,47.2,21,914,
765,1400000US42049002700,"Census Tract 27, Erie County, Pennsylvania",34,12,0,0,39,18,39,11,31,80,0,31,314,0,37,18,46,51,10,15,11,56,32,0,38,653,7,35,0,163,100,55,0,17,147,75,36,18,447,542.4,149.6,123,1262,
248,1400000US42049002800,"Census Tract 28, Erie County, Pennsylvania",42,0,63,15,0,0,0,0,40,71,30,16,347,79,0,60,14,0,42,0,13,66,59,0,14,342,14,0,0,14,0,12,0,13,95,35,59,100,301,314,132,219,966,
834,1400000US42049002900,"Census Tract 29, Erie County, Pennsylvania",0,0,38,0,15,9,0,0,37,9,24,23,151,8,9,12,0,0,13,0,0,23,16,40,30,236,17,0,0,0,0,7,0,0,24,112,25,51,91.5,147.9,109.6,193,542,
830,1400000US42049000300,"Census Tract 3, Erie County, Pennsylvania",32,0,59,11,0,0,0,0,0,0,64,0,161,42,0,0,0,46,0,0,0,45,28,0,0,233,32,0,0,0,75,0,0,8,42,35,29,12,236.5,168.1,50.4,105,560,
835,1400000US42049003000,"Census Tract 30, Erie County, Pennsylvania",85,0,0,31,57,0,0,10,141,16,0,8,312,33,0,0,58,126,0,0,0,33,48,14,0,237,61,0,0,0,77,8,0,0,57,34,0,0,398,398.6,78.4,22,897,
245,1400000US42049000400,"Census Tract 4, Erie County, Pennsylvania",28,0,5,64,17,36,0,0,0,0,0,0,116,0,15,9,63,29,0,0,0,0,0,0,0,133,0,16,0,28,64,0,0,0,25,0,0,0,283,116,0,0,399,
822,1400000US42049000500,"Census Tract 5, Erie County, Pennsylvania",54,7,43,12,8,0,70,91,0,38,0,0,370,93,32,37,87,0,9,68,0,44,0,0,0,280,45,47,53,38,32,9,7,0,38,11,0,0,568,365.8,39.2,0,973,
1604,1400000US42049000600,"Census Tract 6, Erie County, Pennsylvania",120,85,0,54,107,5,0,31,35,0,36,10,307,34,67,67,9,58,6,0,31,15,7,0,13,197,60,19,38,21,0,0,8,0,35,7,0,9,656.5,251.3,11.2,68,987,
1606,1400000US42049000700,"Census Tract 7, Erie County, Pennsylvania",44,62,24,29,0,0,0,14,12,0,0,0,387,86,108,45,71,22,51,0,0,4,0,0,0,328,25,97,50,79,33,22,0,11,0,11,0,0,747.5,143.7,8.8,0,900,
947,1400000US42049000800,"Census Tract 8, Erie County, Pennsylvania",138,17,0,11,0,0,0,0,9,0,0,0,228,157,33,30,0,0,0,8,0,0,0,0,0,173,43,17,87,0,8,0,0,0,14,4,0,0,537,35.8,3.2,0,576,
823,1400000US42049000900,"Census Tract 9, Erie County, Pennsylvania",0,0,175,0,0,19,0,0,44,33,28,0,214,80,0,83,0,0,13,0,0,11,0,27,0,62,0,0,0,0,0,0,0,0,32,0,30,0,338,125.6,26.4,85,575,
1267,1400000US42049980109,"Census Tract 9801.09, Erie County, Pennsylvania",0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,8,
1268,1400000US42049990000,"Census Tract 9900, Erie County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2101,1400000US42051260100,"Census Tract 2601, Fayette County, Pennsylvania",14,13,41,6,0,0,0,25,16,93,24,0,184,30,0,31,29,2,0,2,4,15,45,21,5,421,36,59,5,4,0,0,35,22,115,97,42,6,269,282,188,98,837,
2107,1400000US42051260200,"Census Tract 2602, Fayette County, Pennsylvania",0,0,6,0,5,0,0,0,42,12,44,42,208,11,10,28,4,32,0,0,0,32,32,33,26,328,32,16,55,4,6,0,0,27,45,42,45,56,187.5,184.7,68.8,246,687,
2097,1400000US42051260300,"Census Tract 2603, Fayette County, Pennsylvania",53,2,2,15,7,0,44,6,47,34,8,8,218,16,14,0,0,44,7,0,0,75,35,27,0,250,10,10,0,6,21,12,25,11,37,53,38,27,164,324.4,97.6,108,694,
2108,1400000US42051260401,"Census Tract 2604.01, Fayette County, Pennsylvania",50,6,12,0,0,18,0,0,20,41,0,19,170,16,11,7,0,9,28,0,0,26,24,0,49,146,19,6,20,0,9,22,0,0,18,16,18,18,156,157.2,64.8,104,482,
2112,1400000US42051260402,"Census Tract 2604.02, Fayette County, Pennsylvania",34,0,0,0,7,8,43,0,48,15,65,92,321,0,0,0,0,0,110,0,0,32,38,54,87,241,11,15,0,12,12,10,0,8,56,71,10,36,81.5,349.3,99.2,344,874,
2113,1400000US42051260500,"Census Tract 2605, Fayette County, Pennsylvania",0,0,19,37,0,0,3,0,22,28,46,0,419,104,57,57,71,0,0,6,0,64,0,60,0,522,33,154,56,72,0,0,0,0,88,38,31,50,660,196.2,52.8,187,1096,
2114,1400000US42051260600,"Census Tract 2606, Fayette County, Pennsylvania",4,29,0,11,32,6,20,12,17,49,20,19,280,90,29,8,12,29,0,7,9,16,36,16,28,259,40,11,13,10,22,41,0,39,33,10,9,31,298.5,260.5,76,123,758,
2098,1400000US42051260700,"Census Tract 2607, Fayette County, Pennsylvania",11,0,20,104,14,0,0,0,38,22,35,57,285,0,0,10,125,0,25,0,0,8,63,0,54,350,29,0,7,120,0,50,0,0,56,31,22,35,433,207.2,92.8,203,936,
2102,1400000US42051260800,"Census Tract 2608, Fayette County, Pennsylvania",164,0,16,0,0,36,11,15,19,27,14,0,161,30,14,18,0,24,26,0,0,29,0,4,16,321,92,0,18,71,0,6,59,0,23,36,0,16,435,248.6,50.4,50,784,
2119,1400000US42051260900,"Census Tract 2609, Fayette County, Pennsylvania",0,0,0,12,11,16,0,16,63,0,72,9,260,18,0,31,12,8,26,0,9,62,37,26,31,364,36,0,0,51,27,10,0,8,22,139,51,20,183,290.2,140.8,209,823,
295,1400000US42051261000,"Census Tract 2610, Fayette County, Pennsylvania",24,0,0,13,0,0,0,0,58,49,24,65,105,22,0,0,0,0,3,0,4,50,0,0,26,124,0,4,0,9,0,7,0,8,15,52,6,23,72,165.2,80.8,144,462,
2109,1400000US42051261100,"Census Tract 2611, Fayette County, Pennsylvania",2,0,0,0,11,0,0,0,35,52,17,16,177,21,0,0,0,11,32,0,0,29,15,18,51,219,19,0,0,2,41,16,0,0,35,61,16,29,75.5,204.1,102.4,147,529,
2103,1400000US42051261200,"Census Tract 2612, Fayette County, Pennsylvania",47,6,41,0,7,5,12,5,5,12,4,12,74,26,0,9,0,8,5,0,0,10,16,0,0,105,12,25,6,0,0,20,0,4,4,22,12,0,179.5,87.5,40,28,335,
2099,1400000US42051261300,"Census Tract 2613, Fayette County, Pennsylvania",60,13,0,2,3,0,0,42,15,3,37,0,288,104,2,25,7,40,0,0,0,54,2,22,32,406,154,50,3,3,3,8,0,0,25,17,143,0,446,171.4,17.6,234,869,
1269,1400000US42051261401,"Census Tract 2614.01, Fayette County, Pennsylvania",24,49,12,0,0,23,0,0,35,27,28,0,187,12,28,18,0,0,0,0,11,74,29,7,8,263,21,51,37,0,9,0,0,21,36,39,49,0,256.5,223.5,76,92,648,
1270,1400000US42051261402,"Census Tract 2614.02, Fayette County, Pennsylvania",55,39,51,0,0,61,0,24,0,15,20,8,200,65,72,30,0,0,0,9,0,0,24,0,0,116,25,3,0,31,0,0,9,0,0,24,0,24,371,115.6,50.4,52,589,
2100,1400000US42051261500,"Census Tract 2615, Fayette County, Pennsylvania",0,49,33,10,50,8,0,0,14,34,59,27,206,10,0,24,8,36,0,0,0,29,64,6,29,310,0,0,5,0,77,8,0,0,84,115,15,6,220.5,267.1,170.4,142,800,
296,1400000US42051261600,"Census Tract 2616, Fayette County, Pennsylvania",0,0,40,0,0,0,0,0,23,0,26,0,154,8,9,65,0,0,0,0,24,32,16,0,0,187,67,21,0,0,0,0,0,24,33,36,0,6,210,146.4,41.6,32,430,
2105,1400000US42051261700,"Census Tract 2617, Fayette County, Pennsylvania",17,0,22,0,55,0,12,0,10,76,57,14,265,32,0,11,33,80,22,0,26,8,16,21,16,143,0,0,11,0,45,22,0,33,15,17,0,0,216,259.8,87.2,108,671,
2095,1400000US42051261800,"Census Tract 2618, Fayette County, Pennsylvania",90,0,17,14,51,23,0,0,40,17,61,17,180,67,0,0,0,58,24,0,0,31,0,0,0,250,33,0,0,0,28,24,0,0,33,68,52,12,289.5,260.5,68,142,760,
2110,1400000US42051261900,"Census Tract 2619, Fayette County, Pennsylvania",24,20,0,0,30,0,9,10,18,34,13,19,165,33,0,0,38,27,0,11,0,0,44,12,0,101,14,0,0,8,0,0,0,0,9,10,17,43,165.5,103.1,70.4,104,443,
2115,1400000US42051262000,"Census Tract 2620, Fayette County, Pennsylvania",0,0,0,0,0,0,0,0,21,0,14,66,218,0,0,0,0,0,0,0,0,122,57,3,36,269,0,0,17,0,0,18,4,0,48,17,46,119,17,227.8,59.2,284,588,
2116,1400000US42051262100,"Census Tract 2621, Fayette County, Pennsylvania",0,0,0,10,56,0,0,0,41,0,49,9,132,24,0,0,0,0,0,0,0,27,57,17,7,218,0,0,43,16,9,0,0,0,52,46,18,34,125.5,173.1,82.4,134,515,
2096,1400000US42051262200,"Census Tract 2622, Fayette County, Pennsylvania",0,0,90,0,0,0,0,11,22,42,0,33,174,0,6,57,0,0,11,0,0,33,10,31,26,162,43,14,0,0,0,0,0,0,41,35,0,29,210,135.4,69.6,119,534,
291,1400000US42051262300,"Census Tract 2623, Fayette County, Pennsylvania",112,29,73,23,0,0,0,0,6,30,0,0,137,37,0,0,62,0,0,0,0,6,32,0,0,429,179,32,28,100,64,0,0,0,0,26,0,0,707,61.6,70.4,0,839,
2111,1400000US42051262400,"Census Tract 2624, Fayette County, Pennsylvania",18,0,0,26,6,0,0,0,8,0,0,59,194,32,21,9,8,6,46,0,0,28,0,7,37,226,23,20,19,0,37,37,20,10,10,22,12,16,200.5,187.9,17.6,131,537,
292,1400000US42051262500,"Census Tract 2625, Fayette County, Pennsylvania",26,0,0,52,24,0,0,0,54,10,14,8,216,80,0,0,0,7,0,28,0,39,9,24,29,190,24,57,0,0,0,0,27,0,15,13,41,13,254.5,184.9,25.6,129,594,
2106,1400000US42051262600,"Census Tract 2626, Fayette County, Pennsylvania",15,11,60,0,2,13,0,0,59,31,9,25,130,10,3,16,6,8,9,0,0,10,47,11,10,160,0,2,23,0,5,5,0,0,65,43,12,5,153.5,192.7,96.8,72,515,
1271,1400000US42051262701,"Census Tract 2627.01, Fayette County, Pennsylvania",0,0,0,0,0,34,0,0,74,60,0,7,204,41,6,0,19,0,65,0,0,42,21,0,10,197,107,0,0,0,0,0,0,11,21,35,23,0,173,270.2,92.8,40,576,
1316,1400000US42051262702,"Census Tract 2627.02, Fayette County, Pennsylvania",10,3,2,0,5,16,13,0,36,22,5,2,118,4,0,10,3,14,5,9,0,1,32,7,33,167,11,6,6,8,8,9,4,0,15,33,29,38,76.5,138.9,69.6,114,399,
293,1400000US42051262800,"Census Tract 2628, Fayette County, Pennsylvania",73,5,0,4,70,41,1,65,130,23,59,13,377,51,32,0,4,11,69,20,4,49,77,48,12,741,36,66,3,27,23,177,0,21,133,116,16,123,353,805.2,172.8,271,1602,
2117,1400000US42051262900,"Census Tract 2629, Fayette County, Pennsylvania",133,0,0,96,4,38,9,16,0,60,4,67,283,191,0,23,0,5,0,0,18,0,14,9,23,326,156,0,0,14,30,0,0,19,26,71,10,0,632.5,174.5,116,113,1036,
2104,1400000US42051263000,"Census Tract 2630, Fayette County, Pennsylvania",66,42,23,6,7,19,0,7,7,85,8,0,269,73,0,12,30,13,15,0,0,48,28,50,0,178,0,9,0,63,0,8,0,0,60,0,25,13,334,196.6,90.4,96,717,
2118,1400000US42051263100,"Census Tract 2631, Fayette County, Pennsylvania",27,2,16,0,27,12,21,0,20,20,85,8,410,139,6,18,126,0,6,26,4,25,33,4,23,384,66,11,3,138,0,3,4,15,39,45,41,19,565.5,208.1,78.4,180,1032,
294,1400000US42051263200,"Census Tract 2632, Fayette County, Pennsylvania",50,0,0,31,0,0,15,0,77,6,9,6,185,7,27,0,33,7,0,0,0,62,17,15,17,98,26,0,3,3,0,2,0,0,30,6,13,15,183.5,195.3,23.2,75,477,
2120,1400000US42051263300,"Census Tract 2633, Fayette County, Pennsylvania",18,11,6,6,8,8,4,4,60,25,4,13,121,0,10,21,0,14,8,3,5,15,36,0,9,84,3,7,6,1,3,3,3,6,33,7,2,10,101.5,178.1,54.4,38,372,
1317,1400000US42053530100,"Census Tract 5301, Forest County, Pennsylvania",0,0,0,0,13,0,0,0,27,3,0,7,105,31,6,21,0,12,4,0,0,3,15,0,13,84,20,7,10,1,12,0,0,0,16,14,3,1,114.5,74.9,25.6,24,239,
1318,1400000US42053530201,"Census Tract 5302.01, Forest County, Pennsylvania",24,0,3,0,0,4,0,0,0,2,3,4,58,9,5,2,0,0,4,0,0,8,11,19,0,59,5,4,8,0,1,7,0,5,10,15,0,4,60.5,44.1,22.4,30,157,
1319,1400000US42053530300,"Census Tract 5303, Forest County, Pennsylvania",3,14,10,17,4,0,0,12,11,0,11,0,45,0,1,8,0,8,4,0,0,19,0,0,5,66,11,4,0,8,0,16,0,0,26,1,0,0,82,94.2,0.8,16,193,
989,1400000US42055010100,"Census Tract 101, Franklin County, Pennsylvania",22,15,33,95,23,0,9,0,31,31,3,3,383,26,27,99,52,28,3,4,0,48,36,34,26,333,17,5,57,0,25,3,5,0,51,90,38,42,486,223.4,125.6,146,981,
969,1400000US42055010200,"Census Tract 102, Franklin County, Pennsylvania",26,0,16,0,21,16,0,3,140,67,12,12,375,11,0,19,21,42,27,0,10,98,52,54,41,459,5,0,26,14,10,36,0,25,169,23,68,83,174.5,588.9,113.6,270,1147,
994,1400000US42055010300,"Census Tract 103, Franklin County, Pennsylvania",48,37,33,44,149,76,0,55,161,94,0,101,747,18,149,33,56,45,9,0,146,167,53,34,37,849,18,44,0,7,64,116,0,27,235,66,98,174,616,1163.6,170.4,444,2394,
976,1400000US42055010400,"Census Tract 104, Franklin County, Pennsylvania",137,0,88,50,52,0,0,0,79,175,48,26,531,0,32,38,0,52,0,0,43,77,82,98,109,635,55,99,12,13,105,0,0,15,9,62,89,176,628.5,391.3,255.2,546,1821,
977,1400000US42055010500,"Census Tract 105, Franklin County, Pennsylvania",15,109,0,0,0,59,97,10,131,131,51,108,809,15,52,21,0,118,17,88,0,191,166,107,34,610,13,0,21,0,72,34,15,50,115,17,100,173,341,964.8,251.2,573,2130,
990,1400000US42055010600,"Census Tract 106, Franklin County, Pennsylvania",0,25,0,60,33,41,10,0,0,68,15,45,285,0,13,0,34,0,16,0,0,96,30,15,81,427,0,13,0,0,47,11,10,0,38,92,65,151,185,300,152,372,1009,
986,1400000US42055010700,"Census Tract 107, Franklin County, Pennsylvania",97,0,0,26,0,0,0,0,232,24,102,0,455,94,0,0,25,0,0,0,54,83,77,35,87,655,213,0,0,12,18,0,0,27,164,44,24,153,476,598,116,401,1591,
973,1400000US42055010800,"Census Tract 108, Franklin County, Pennsylvania",18,0,0,12,22,11,0,0,40,37,9,36,280,0,0,0,39,16,8,0,0,30,174,0,13,283,0,0,0,0,48,0,0,0,25,125,12,73,112,224.2,268.8,143,748,
987,1400000US42055010900,"Census Tract 109, Franklin County, Pennsylvania",97,0,7,0,24,0,0,0,67,88,21,74,476,7,0,27,0,0,0,99,0,165,99,8,71,207,8,0,12,0,0,30,0,26,31,49,14,37,170,477.2,188.8,225,1061,
