idx,general,pediatric,specialist,hygienist_for_general,hygienist_for_pediatric,Address,ZIP,City,State,Latitude,Longitude,CensusCountyFips,CensusStateFips,County,med_indicator,chip_indicator
1304,1,0,0,2,0,"301 E. BETHANY HOME RD,SUITE C-194",85012,PHOENIX,AZ,33.52278368,-112.0687727,13,4,Maricopa County,0,0
1305,0,0,1,0,0,"301 E. BETHANY HOME RD., STE B120",85012,PHOENIX,AZ,33.52278368,-112.0687727,13,4,Maricopa County,0,0
1306,0,0,1,0,0,"301 E. BETHANY HOME RD., STE C-194",85012,PHOENIX,AZ,33.52278368,-112.0687727,13,4,Maricopa County,0,0
1307,1,0,0,2,0,3011 E. KESLER LANE,85295,GILBERT,AZ,33.2929563,-111.7250763,13,4,Maricopa County,0,0
1308,0,0,1,0,0,3011 S LINDSAY RD #108,85295,GILBERT,AZ,33.2947213,-111.77318729999999,13,4,Maricopa County,0,0
1309,1,0,0,2,0,"3011 S. LINDSAY ROAD,SUITE 119",85295,GILBERT,AZ,33.2947213,-111.77318729999999,13,4,Maricopa County,0,0
1310,1,0,0,2,0,3013 E. REDWOOD LN,85048,PHOENIX,AZ,33.2919751,-112.01813529999998,13,4,Maricopa County,0,0
1311,2,0,0,4,0,"3015 N SCOTTSDALE RD,UNIT 3105",85251,SCOTTSDALE,AZ,33.4822026,-111.92503880000001,13,4,Maricopa County,0,0
1312,1,0,0,2,0,3017 S. SIERRA HEIGHTS,85212,MESA,AZ,33.360875,-111.63646270000001,13,4,Maricopa County,0,0
1313,1,0,0,2,0,3021 N 39TH ST #2,85018,PHOENIX,AZ,33.4831788,-111.9970812,13,4,Maricopa County,0,0
1314,1,0,0,2,0,3022 N 49TH ST,85018,PHOENIX,AZ,33.4828384,-111.97565149999998,13,4,Maricopa County,0,0
1315,1,0,0,2,0,30254 N 42ND ST,85331,CAVE CREEK,AZ,33.7608208,-111.9907225,13,4,Maricopa County,0,0
1316,1,0,0,2,0,3029 S KINNEY RD  #B,85713,TUCSON,AZ,32.1874455,-111.0921428,19,4,Pima County,0,0
1317,0,0,1,0,0,3030 N. 50TH ST,85018,PHOENIX,AZ,33.4831899,-111.9736134,13,4,Maricopa County,0,0
1318,1,0,0,2,0,3030 S. EUCALYPTUS PLACE,85286,CHANDLER,AZ,33.27105386,-111.831143,13,4,Maricopa County,0,0
1319,1,0,0,2,0,3031 W YOUNG,85901,SHOW LOW,AZ,34.24110083,-110.07516729999999,17,4,Navajo County,0,0
1320,1,0,0,2,0,3032 E. ATHENA AVE.,85297,GILBERT,AZ,33.27708019999999,-111.7242253,13,4,Maricopa County,0,0
1321,1,0,0,2,0,3032 E. OLD PALO VERDE DR.,85607,DOUGLAS,AZ,31.52088145,-109.35231909999999,3,4,Cochise County,0,0
1322,1,0,0,2,0,"3033 N WINDSONG DR,SUITE 201",86314,PRESCOTT VALLEY,AZ,34.5870441,-112.3262689,25,4,Yavapai County,0,0
1323,1,0,0,2,0,3035 S ELLSWORTH RD #138,85212,MESA,AZ,33.359540100000004,-111.63556270000001,13,4,Maricopa County,0,0
1324,1,0,0,2,0,"304 SOUTH REGENT ST,STE 101",86001,FLAGSTAFF,AZ,35.1922495,-111.6422787,5,4,Coconino County,0,0
1325,1,0,0,2,0,3040 S. CANFIELD CIRCLE,82901,MESA,AZ,33.3606615,-111.6073655,13,4,Maricopa County,0,0
1326,1,0,0,2,0,3046 E MARLETTE AVE,85016,PHOENIX,AZ,33.5279081,-112.01865459999999,13,4,Maricopa County,0,0
1327,1,0,0,2,0,3048 E BASELINE RD. STE. 128,85204,MESA,AZ,33.379468,-111.7650892,13,4,Maricopa County,0,0
1328,0,0,1,0,0,"3048 E. BASELINE RD., STE 112",85204,MESA,AZ,33.379468,-111.7650892,13,4,Maricopa County,0,0
1329,1,0,0,2,0,"3050 E CHANDLER HEIGHTS RD,SUITE 105",85298,GILBERT,AZ,33.2342807,-111.7238482,13,4,Maricopa County,0,0
1330,1,0,0,2,0,306 E. MONROE AVENUE,85326,BUCKEYE,AZ,33.37056877,-112.5865672,13,4,Maricopa County,0,0
1331,1,0,0,2,0,306 W EDGEMONT AVE,85003,PHOENIX,AZ,33.479646100000004,-112.07859779999998,13,4,Maricopa County,0,0
1332,1,0,0,2,0,3060 N LITCHFIELD RD SUITE 110,85395,GOODYEAR,AZ,33.4808143,-112.36082649999999,13,4,Maricopa County,0,0
1333,1,0,0,2,0,30607 N 41ST ST,85331,CAVE CREEK,AZ,33.762868100000006,-111.9924751,13,4,Maricopa County,0,0
1334,1,0,0,2,0,3061 N WILLOW CREEK DR,85712,TUCSON,AZ,32.262754,-110.8805145,19,4,Pima County,0,0
1335,1,0,0,2,0,3070 S. DOBSON RD.,85248,CHANDLER,AZ,33.26135994,-111.88114669999999,13,4,Maricopa County,0,0
1336,1,0,0,2,0,308 N WHITE MOUNTAIN RD #D,85901,SHOW LOW,AZ,34.25235093,-110.02861709999999,17,4,Navajo County,0,0
1337,1,0,0,2,0,3080 E KINGBIRD DR,85297,GILBERT,AZ,33.2743329,-111.72320420000001,13,4,Maricopa County,0,0
1338,1,0,0,2,0,"31 S. 63RD ST., STE 5",85206,MESA,AZ,33.4147121,-111.69511940000001,13,4,Maricopa County,0,0
1339,1,0,0,2,0,310 W VERNON AVE,85003,PHOENIX,AZ,33.47426631,-112.0787475,13,4,Maricopa County,0,0
1340,1,0,0,2,0,"3100 N. WEST ST, SUITE #100",86004,FLAGSTAFF,AZ,35.220643100000004,-111.6217291,5,4,Coconino County,0,0
1341,1,0,0,2,0,"3100 N. WEST ST., STE 100",86004,FLAGSTAFF,AZ,35.220643100000004,-111.6217291,5,4,Coconino County,0,0
1342,1,0,0,2,0,3102 E WILDWOOD DR,85048,PHOENIX,AZ,33.29894133,-112.0171173,13,4,Maricopa County,0,0
1343,1,0,0,2,0,"3103 CLEARWATER DR., STE. A",86305,PRESCOTT,AZ,34.5972423,-112.4656303,25,4,Yavapai County,0,0
1344,1,0,0,2,0,3104 E. CAMELBACK RD #702,85016,PHOENIX,AZ,33.74729826,-111.97361049999999,13,4,Maricopa County,0,0
1345,2,0,0,4,0,3106 E SCORPIO PLACE,85249,CHANDLER,AZ,33.2219148,-111.7876733,13,4,Maricopa County,0,0
1346,1,0,0,2,0,3106 E. STOTTLER DR,85296,GILBERT,AZ,33.3328777,-111.72338329999998,13,4,Maricopa County,0,0
1347,1,0,0,2,0,3110 EAST INVERNESS AVE.,85204,MESA,AZ,33.3829001,-111.7643764,13,4,Maricopa County,0,0
1348,1,0,0,2,0,3112 N COUNTRY CLUB RD,85716,TUCSON,AZ,32.2635789,-110.9264635,19,4,Pima County,0,0
1349,1,0,0,2,0,3115 E NANCE ST,85213,MESA,AZ,33.4649576,-111.7635733,13,4,Maricopa County,0,0
1350,1,0,0,2,0,312 N ALMA SCHOOL RD STE 1,85224,CHANDLER,AZ,33.3080145,-111.8599447,13,4,Maricopa County,0,0
1351,1,0,0,2,0,312 SOUTH TRAVIS,85208,MESA,AZ,33.4094907,-111.62503840000001,13,4,Maricopa County,0,0
1352,1,0,0,2,0,3122 E. ELEANA LANE,85298,GILBERT,AZ,33.242953,-111.72225929999999,13,4,Maricopa County,0,0
1353,0,0,1,0,0,3124 STILLWATER DR,86305,PRESCOTT,AZ,34.59863060000001,-112.46589809999999,25,4,Yavapai County,0,0
1354,1,0,0,2,0,3124 WILLOW CREEK RD,86301,PRESCOTT,AZ,34.5973597,-112.4644642,25,4,Yavapai County,0,0
1355,1,0,0,2,0,3125 E SAN ANGELO AVE,85234,GILBERT,AZ,33.3695565,-111.7235446,13,4,Maricopa County,0,0
1356,1,0,0,2,0,3132 N 7TH ST,85014,PHOENIX,AZ,33.4845109,-112.06528859999999,13,4,Maricopa County,0,0
1357,1,0,0,2,0,"3133 E CAMELBACK RD,SUITE 190",85016,PHOENIX,AZ,33.50985039,-112.0149017,13,4,Maricopa County,0,0
1358,1,0,0,2,0,"3134 W. CAREFREE HIGHWAY, SUITE 9",85086,PHOENIX,AZ,33.79998629999999,-112.12790120000001,13,4,Maricopa County,0,0
1359,1,0,0,2,0,3136 E SENECA ST,85716,TUCSON,AZ,32.2466348,-110.9254727,19,4,Pima County,0,0
1360,1,0,0,2,0,314 E. WINDMERE DR.,85048,PHOENIX,AZ,33.3043985,-112.0699461,13,4,Maricopa County,0,0
1361,1,0,0,2,0,314 W GOLDFINCH WAY,85286,CHANDLER,AZ,33.26653876,-111.8474166,13,4,Maricopa County,0,0
1362,1,0,0,2,0,"3140 STILLWATER DR,SUITE B",86305,PRESCOTT,AZ,34.598739200000004,-112.46653490000001,25,4,Yavapai County,0,0
1363,1,0,0,2,0,3140 STILLWATER STE B,86305,PRESCOTT,AZ,34.598739200000004,-112.46653490000001,25,4,Yavapai County,0,0
1364,1,0,0,2,0,3140 W. BUCKEYE RD,85009,PHOENIX,AZ,33.4373126,-112.1281787,13,4,Maricopa County,0,0
1365,1,0,0,2,0,3143 N 32ND ST,85018,PHOENIX,AZ,33.48363065,-112.01282959999999,13,4,Maricopa County,0,0
1366,1,0,0,2,0,3143 N. 32ND ST.,85018,PHOENIX,AZ,33.48363065,-112.01282959999999,13,4,Maricopa County,0,0
1367,1,0,0,2,0,3143 W. CHURCH ST.,85552,THATCHER,AZ,32.84571065,-109.7515293,9,4,Graham County,0,0
1368,1,0,0,2,0,3146 E HACKAMORE ST,85213,MESA,AZ,33.442358399999996,-111.7631861,13,4,Maricopa County,0,0
1369,0,0,1,0,0,3148 N. SWAN ROAD,85712,TUCSON,AZ,32.263469199999996,-110.8899957,19,4,Pima County,0,0
1370,1,0,0,2,0,315 W. CHERRY,86001,FLAGSTAFF,AZ,35.2014779,-111.65182549999999,5,4,Coconino County,0,0
1371,0,0,1,0,0,3150 CLEARWATER DRIVE,86305,PRESCOTT,AZ,34.5973523,-112.4669267,25,4,Yavapai County,0,0
1372,0,0,1,0,0,3150 N SWAN RD,85712,TUCSON,AZ,32.2638211,-110.8905095,19,4,Pima County,0,0
1373,1,0,0,2,0,3150 N. SWAN RD.,85712,TUCSON,AZ,32.2638211,-110.8905095,19,4,Pima County,0,0
1374,0,1,0,0,2,3150 NORTH SWAN ROAD,85712,TUCSON,AZ,32.2638211,-110.8905095,19,4,Pima County,0,0
1375,1,0,0,2,0,"3150 S GILBERT ROAD,SUITE 1",85286,CHANDLER,AZ,33.260699,-111.7911631,13,4,Maricopa County,0,0
1376,1,0,0,2,0,31513 E SIANNA DR,85658,MARANA,AZ,32.52861006,-111.23107879999999,21,4,Pinal County,0,0
1377,1,0,0,2,0,"3165 S. ALMA SCHOOL RD., STE 26",85248,CHANDLER,AZ,33.2595816,-111.85714409999999,13,4,Maricopa County,0,0
1378,1,0,0,2,0,3171 E ROSE LANE,85016,PHOENIX,AZ,33.5260751,-112.0145672,13,4,Maricopa County,0,0
1379,1,0,0,2,0,3172 W THUDE DR,85226,CHANDLER,AZ,33.3231451,-111.89641,13,4,Maricopa County,0,0
1380,1,0,0,2,0,3175 S. PRICE RD #140,85248,CHANDLER,AZ,33.2592451,-111.8881807,13,4,Maricopa County,0,0
1381,1,0,0,2,0,3175 S. PRICE RD. #140,85248,CHANDLER,AZ,33.2592451,-111.8881807,13,4,Maricopa County,0,0
1382,1,0,0,2,0,3180 E. LINDA LANE,85234,GILBERT,AZ,33.3524577,-111.7220916,13,4,Maricopa County,0,0
1383,1,0,0,2,0,3187 S SADDLETREE,86401,KINGMAN,AZ,35.1326198,-113.94406809999998,15,4,Mohave County,0,0
1384,2,0,0,4,0,319 E DEEPDALE RD,85022,PHOENIX,AZ,33.6188035,-112.0698807,13,4,Maricopa County,0,0
1385,1,0,0,2,0,3192 N. WINDSONG DR,86314,PRESCOTT VALLEY,AZ,34.5888828,-112.3271246,25,4,Yavapai County,0,0
1386,1,0,0,2,0,"3200 E CAMELBACK RD,STE 182",85018,PHOENIX,AZ,33.5112411,-112.01212209999998,13,4,Maricopa County,0,0
1387,1,0,0,2,0,"3200 E. CAMELBACK RD.,SUITE 182",85018,PHOENIX,AZ,33.5112411,-112.01212209999998,13,4,Maricopa County,0,0
1388,1,0,0,2,0,3200 N. DOBSON RD. #A,85224,CHANDLER,AZ,33.3533109,-111.87675929999999,13,4,Maricopa County,0,0
1389,1,0,0,2,0,3201 S JAMIE AVE,85735,TUCSON,AZ,32.1839905,-111.1107078,19,4,Pima County,0,0
1390,1,0,0,2,0,"3201 W PEORIA AVE,SUITE A-103",85029,PHOENIX,AZ,33.5812326,-112.1286463,13,4,Maricopa County,0,0
1391,0,0,1,0,0,32053 N. 127TH DR.,85383,PEORIA,AZ,33.77313506,-112.3344054,13,4,Maricopa County,0,0
1392,1,0,0,2,0,3211 W. NEW DAY TERRACE,85741,TUCSON,AZ,32.3286962,-111.03492560000001,19,4,Pima County,0,0
1393,0,0,1,0,0,322 S. MAIN,86326,COTTONWOOD,AZ,34.73332915,-112.0101898,25,4,Yavapai County,0,0
1394,0,0,1,0,0,3226 E ELIDA ST,85716,TUCSON,AZ,32.242077,-110.9236768,19,4,Pima County,0,0
1395,1,0,0,2,0,3226 E. ELIDA ST,85716,TUCSON,AZ,32.242077,-110.9236768,19,4,Pima County,0,0
1396,1,0,0,2,0,3226 N MILLER RD #2,85251,SCOTTSDALE,AZ,33.485502000000004,-111.91818629999999,13,4,Maricopa County,0,0
1397,1,0,0,2,0,3228 E. FOUNTAIN ST,85213,MESA,AZ,33.4350651,-111.76085479999999,13,4,Maricopa County,0,0
1398,1,0,0,2,0,"323 N. LEROUX ST.,SUITE 100",86001,FLAGSTAFF,AZ,35.200975299999996,-111.6476733,5,4,Coconino County,0,0
1399,1,0,0,2,0,3230 S GILBERT RD SUITE 4,85286,CHANDLER,AZ,33.2597081,-111.7903886,13,4,Maricopa County,0,0
1400,1,0,0,2,0,3235 S SALT CEDAR CT,85286,CHANDLER,AZ,33.25906291,-111.80373590000002,13,4,Maricopa County,0,0
1401,1,0,0,2,0,324 W. GRAND CANYON DR,85248,CHANDLER,AZ,33.245107399999995,-111.84769479999999,13,4,Maricopa County,0,0
1402,0,0,1,0,0,3241 S MARISSA DR,85730,TUCSON,AZ,32.1839517,-110.777725,19,4,Pima County,0,0
1403,1,0,0,2,0,"3245 WEST RAY ROAD,SUITE 6",85226,CHANDLER,AZ,33.32018979,-111.8974979,13,4,Maricopa County,0,0
1404,1,0,0,2,0,3248 E FREMONT RD,85042,PHOENIX,AZ,33.3816466,-112.01057409999999,13,4,Maricopa County,0,0
1405,1,0,0,2,0,3248 E. MELODY DR.,85042,PHOENIX,AZ,33.3742013,-112.0106737,13,4,Maricopa County,0,0
1406,2,0,0,4,0,325 E COTTONWOOD LANE,85122,CASA GRANDE,AZ,32.89405441,-111.7504844,21,4,Pinal County,0,0
1407,1,0,0,2,0,325 E. COTTONWOOD LN.,85122,CASA GRANDE,AZ,32.89405441,-111.7504844,21,4,Pinal County,0,0
1408,1,0,0,2,0,3250 N CAMPBELL AVE UNIT 116,85719,TUCSON,AZ,32.2661047,-110.94326240000001,19,4,Pima County,0,0
1409,1,0,0,2,0,"3250 N CAMPBELL AVE,SUITE 116",85719,TUCSON,AZ,32.2661047,-110.94326240000001,19,4,Pima County,0,0
1410,0,1,0,0,2,"3250 S. ARIZONA AVE.,#1122",85248,CHANDLER,AZ,33.25856529,-111.84148130000001,13,4,Maricopa County,0,0
1411,1,0,0,2,0,3250 W. LOWER BUCKEYE RD,85009,PHOENIX,AZ,33.42255416,-112.1321678,13,4,Maricopa County,0,0
1412,1,0,0,2,0,3253 N. WINDSONG DR.,86314,PRESCOTT VALLEY,AZ,34.5899051,-112.3260906,25,4,Yavapai County,0,0
1413,1,0,0,2,0,326 N. POWER RD.,85205,MESA,AZ,33.421874100000004,-111.684854,13,4,Maricopa County,0,0
1414,1,0,0,2,0,3296 E SHEFFIELD RD,85296,GILBERT,AZ,33.3252681,-111.7191006,13,4,Maricopa County,0,0
1415,1,0,0,2,0,"33 W MISSOURI AVE,UNIT 1",85013,PHOENIX,AZ,33.5157142,-112.07543840000001,13,4,Maricopa County,0,0
1416,1,0,0,2,0,33 W PASADENA AVENUE,85013,PHOENIX,AZ,33.510202500000005,-112.07676129999999,13,4,Maricopa County,0,0
1417,1,0,0,2,0,330 SOUTH BAYSHORE BLVD,85233,GILBERT,AZ,33.3423809,-111.8193368,13,4,Maricopa County,0,0
1418,1,0,0,2,0,"3300 N. PASEO DE LOS RIOS,APT 5106",85712,TUCSON,AZ,32.26849496,-110.89155190000001,19,4,Pima County,0,0
1419,1,0,0,2,0,3301 E. TONTO DR.,85044,PHOENIX,AZ,33.3317874,-112.0136031,13,4,Maricopa County,0,0
1420,1,0,0,2,0,3301 N MILLER RD STE 125,85251,SCOTTSDALE,AZ,33.4863476,-111.91702620000001,13,4,Maricopa County,0,0
1421,1,0,0,2,0,3301 N. ESTATES ST.,86001,FLAGSTAFF,AZ,35.236325799999996,-111.6651689,5,4,Coconino County,0,0
1422,1,0,0,2,0,"3301 N. MILLER RD., STE 151",85251,SCOTTSDALE,AZ,33.4863476,-111.91702620000001,13,4,Maricopa County,0,0
1423,1,0,0,2,0,"3303 E BASELINE RD., #105",85234,GILBERT,AZ,33.3783005,-111.7615993,13,4,Maricopa County,0,0
1424,1,0,0,2,0,3303 E. BASELINE RD #105,85234,GILBERT,AZ,33.3783005,-111.7615993,13,4,Maricopa County,0,0
1425,0,0,1,0,0,"3303 S LINDSAY RD,SUITE 106",85297,GILBERT,AZ,33.2896841,-111.7735572,13,4,Maricopa County,0,0
1426,1,0,0,2,0,3303 S LINDSEY RD #120,85297,GILBERT,AZ,33.2896841,-111.7735572,13,4,Maricopa County,0,0
1427,0,0,1,0,0,"3303 S. LINDSAY RD,SUITE 106",85297,GILBERT,AZ,33.2896841,-111.7735572,13,4,Maricopa County,0,0
1428,1,0,0,2,0,3310 EAST PALO VERDE DRIVE,85253,PARADISE VALLEY,AZ,33.52403124,-112.0090976,13,4,Maricopa County,0,0
1429,1,0,0,2,0,3316 E. ORCHID LANE,85296,GILBERT,AZ,33.3245472,-111.71872479999999,13,4,Maricopa County,0,0
1430,1,0,0,2,0,3319 N 163RD DR,85395,GOODYEAR,AZ,33.4845948,-112.40949350000001,13,4,Maricopa County,0,0
1431,1,0,0,2,0,3320 N CAMPBELL AVE #100,85719,TUCSON,AZ,32.2674837,-110.94327209999999,19,4,Pima County,0,0
1432,1,0,0,2,0,3321 W. ADOBE DAM RD.,85027,PHOENIX,AZ,33.6908769,-112.1313821,13,4,Maricopa County,0,0
1433,1,0,0,2,0,3325 S AVE 8E #4,85364,YUMA,AZ,32.70293906,-114.6589604,27,4,Yuma County,0,0
1434,1,0,0,2,0,3329 E. IVERNESS AVE,85204,MESA,AZ,33.39679019,-111.78808670000001,13,4,Maricopa County,0,0
1435,1,0,0,2,0,3330 E PHELPS ST,85295,GILBERT,AZ,33.2967175,-111.7181249,13,4,Maricopa County,0,0
1436,1,0,0,2,0,3331 N FORGEUS AVE,85716,TUCSON,AZ,32.267293800000004,-110.9329192,19,4,Pima County,0,0
1437,1,0,0,2,0,3333 E. BASELINE RD.,85234,GILBERT,AZ,33.378768300000004,-111.75921609999999,13,4,Maricopa County,0,0
1438,1,0,0,2,0,3333 EAST MENADOTA DRIVE,85050,PHOENIX,AZ,33.668715399999996,-112.0106956,13,4,Maricopa County,0,0
1439,1,0,0,2,0,3333 LATHAM WAY,85297,GILBERT,AZ,33.2687491,-111.7176012,13,4,Maricopa County,0,0
1440,1,0,0,2,0,"3336 E CHANDLER HEIGHTS RD,BLDG 2, SUITE 111",85298,GILBERT,AZ,33.2347817,-111.7176594,13,4,Maricopa County,0,0
1441,1,0,0,2,0,"3336 E CHANDLER HEIGHTS RD,SUITE 115",85298,GILBERT,AZ,33.2347817,-111.7176594,13,4,Maricopa County,0,0
1442,1,0,0,2,0,"3336 E. CHANDLER HEIGHTS,SUITE 119 BLDG 3",85297,GILBERT,AZ,33.2347817,-111.7176594,13,4,Maricopa County,0,0
1443,1,0,0,2,0,"3336 E. CHANDLER HEIGHTS,SUITE 119 BLDG 3",85298,GILBERT,AZ,33.2347817,-111.7176594,13,4,Maricopa County,0,0
1444,1,0,0,2,0,3338 E SHEFFIELD ROAD,85296,GILBERT,AZ,33.325274300000004,-111.71824129999999,13,4,Maricopa County,0,0
1445,1,0,0,2,0,3338 E VALLEJO COURT,85298,GILBERT,AZ,33.224276399999994,-111.71749809999999,13,4,Maricopa County,0,0
1446,1,0,0,2,0,"3341 E. QUEEN CREEK RD., STE 101",85298,GILBERT,AZ,33.262014199999996,-111.71765459999999,13,4,Maricopa County,0,0
1447,1,0,0,2,0,3345 RIO GRANDE,86401,KINGMAN,AZ,35.1807905,-113.99995279999999,15,4,Mohave County,0,0
1448,1,0,0,2,0,3354 E. MEAD DRIVE,85249,CHANDLER,AZ,33.2390178,-111.78382350000001,13,4,Maricopa County,0,0
1449,1,0,0,2,0,3355 CLEARWATER DR,86305,PRESCOTT,AZ,34.6009896,-112.4730618,25,4,Yavapai County,0,0
1450,1,0,0,2,0,337 S LEANDRO,85208,MESA,AZ,33.4087336,-111.6243258,13,4,Maricopa County,0,0
1451,1,0,0,2,0,"33739 N SCOTTSDALE RD,SUITE 101",85266,SCOTTSDALE,AZ,33.7911206,-111.92519399999999,13,4,Maricopa County,0,0
1452,1,0,0,2,0,3382 E SPEEDWAY BLVD,85716,TUCSON,AZ,32.2357009,-110.9208797,19,4,Pima County,0,0
1453,1,0,0,2,0,3382 E. SPEEDWAY BLVD,85716,TUCSON,AZ,32.2357009,-110.9208797,19,4,Pima County,0,0
1454,1,0,0,2,0,3392 N. PEBBLE RAPIDS PL.,85712,TUCSON,AZ,32.2686978,-110.9055012,19,4,Pima County,0,0
1455,0,0,1,0,0,3393 E. VALLEJO CT.,85298,GILBERT,AZ,33.2233419,-111.7162795,13,4,Maricopa County,0,0
1456,1,0,0,2,0,3395 E. AQUARIUS CT.,85249,CHANDLER,AZ,33.2223499,-111.783376,13,4,Maricopa County,0,0
1457,1,0,0,2,0,3395 EAST AQUARIUS COURT,85259,CHANDLER,AZ,33.2223499,-111.783376,13,4,Maricopa County,0,0
1458,1,0,0,2,0,3397 S WESTERN WAY,85735,TUCSON,AZ,32.182002600000004,-111.0953869,19,4,Pima County,0,0
1459,1,0,0,2,0,340 E. PALM LANE STE A280,85004,PHOENIX,AZ,33.470327399999995,-112.0683625,13,4,Maricopa County,0,0
1460,1,0,0,2,0,340 W. PRINCE ROAD,85705,TUCSON,AZ,32.2722271,-110.97698600000001,19,4,Pima County,0,0
1461,1,0,0,2,0,"3400 N DYSART RD,SUITE G-125",85392,AVONDALE,AZ,33.49171759,-112.3409653,13,4,Maricopa County,0,0
1462,1,0,0,2,0,3401 S. MCCLINTOCK DR,85282,TEMPE,AZ,33.39184665,-111.90904340000002,13,4,Maricopa County,0,0
1463,1,0,0,2,0,3407 PALM GROVE DR,86404,LAKE HAVASU CITY,AZ,34.51453027,-114.29911240000001,15,4,Mohave County,0,0
1464,1,0,0,2,0,3409 N 56TH ST  #A,85018,PHOENIX,AZ,33.488164399999995,-111.9604611,13,4,Maricopa County,0,0
1465,0,0,1,0,0,"3409 N. 56TH ST., STE C",85018,PHOENIX,AZ,33.488164399999995,-111.9604611,13,4,Maricopa County,0,0
1466,1,0,0,2,0,"3409 N. 56TH ST., STE. B",85018,PHOENIX,AZ,33.488164399999995,-111.9604611,13,4,Maricopa County,0,0
1467,1,0,0,2,0,3411 W CALLE TRES,85622,GREEN VALLEY,AZ,31.8029682,-111.03879920000001,19,4,Pima County,0,0
1468,1,0,0,2,0,3413 E INDIGO CIRCLE,85213,MESA,AZ,33.4451228,-111.75673130000001,13,4,Maricopa County,0,0
1469,1,0,0,2,0,342 N VAL VISTA DR #104,85213,MESA,AZ,33.4215364,-111.7539993,13,4,Maricopa County,0,0
1470,0,0,1,0,0,3420 S. MOORE CIRCLE,86005,FLAGSTAFF,AZ,35.170632700000006,-111.6762612,5,4,Coconino County,0,0
1471,1,0,0,2,0,3421 E. DOWNING ST.,85213,MESA,AZ,33.4289353,-111.75700390000002,13,4,Maricopa County,0,0
1472,1,0,0,2,0,3423 E GRANITE VIEW DR,85044,PHOENIX,AZ,33.31866506,-112.0101967,13,4,Maricopa County,0,0
1473,1,0,0,2,0,3429 E. COOLIDGE STREET,85018,PHOENIX,AZ,33.50553088,-112.0072803,13,4,Maricopa County,0,0
1474,1,0,0,2,0,3430 N MOUNTAIN RIDGE RD #9,85207,MESA,AZ,33.48324642,-111.66666210000001,13,4,Maricopa County,0,0
1475,2,0,0,4,0,"34317 N CAVE CREEK RD,SUITE 103",85331,CAVE CREEK,AZ,33.7961916,-111.96480759999999,13,4,Maricopa County,0,0
1476,0,0,1,0,0,3435 E. COMSTOCK DR,85296,GILBERT,AZ,33.3490537,-111.71662040000001,13,4,Maricopa County,0,0
1477,1,0,0,2,0,3436 E. ENCANTO ST,85213,MESA,AZ,33.4333991,-111.7566208,13,4,Maricopa County,0,0
1478,1,0,0,2,0,344 E. HOPE STREET,85201,MESA,AZ,33.4426804,-111.8235723,13,4,Maricopa County,0,0
1479,1,0,0,2,0,3440 E BASELINE RD 106,85204,MESA,AZ,33.3794535,-111.7559733,13,4,Maricopa County,0,0
1480,1,0,0,2,0,"3440 E. SOUTHERN AVE., UNIT 1025",85204,MESA,AZ,33.3939086,-111.75689569999999,13,4,Maricopa County,0,0
1481,0,0,1,0,0,"3443 N. CENTRAL AVE., # 700",85012,PHOENIX,AZ,33.4880957,-112.07198429999998,13,4,Maricopa County,0,0
1482,0,0,1,0,0,3444 E VALLEJO CT,85298,GILBERT,AZ,33.2242636,-111.71505159999998,13,4,Maricopa County,0,0
1483,1,0,0,2,0,3445 E. GUTHRIE MTN. PL.,85718,TUCSON,AZ,32.323717800000004,-110.9196601,19,4,Pima County,0,0
1484,0,0,1,0,0,"34597 N 60TH ST,SUITE 101",85266,SCOTTSDALE,AZ,33.7985269,-111.950842,13,4,Maricopa County,0,0
1485,0,0,1,0,0,3480 E COMSTOCK DRIVE,85296,GILBERT,AZ,33.3495349,-111.7153509,13,4,Maricopa County,0,0
1486,1,0,0,2,0,35 W COMBS RD  SUITE #102,85140,QUEEN CREEK,AZ,33.2195373,-111.56392549999998,21,4,Pinal County,0,0
1487,1,0,0,2,0,350 S. WILLARD,86326,COTTONWOOD,AZ,34.73348089,-112.02784009999998,25,4,Yavapai County,0,0
1488,1,0,0,2,0,350 W. WHIPPLE ST.,86301,PRESCOTT,AZ,34.5571021,-112.4730679,25,4,Yavapai County,0,0
1489,1,0,0,2,0,350 WHIPPLE ST,86301,PRESCOTT,AZ,34.5571021,-112.4730679,25,4,Yavapai County,0,0
1490,1,0,0,2,0,35004 N NORTH VALLEY PKWY #110,85086,PHOENIX,AZ,33.8154564,-112.12017069999999,13,4,Maricopa County,0,0
1491,0,0,1,0,0,3501 N. SCOTTSDALE RD. #110,85251,SCOTTSDALE,AZ,33.4890309,-111.92543629999999,13,4,Maricopa County,0,0
1492,1,0,0,2,0,3501 N. SCOTTSDALE RD. #242,85251,SCOTTSDALE,AZ,33.4890309,-111.92543629999999,13,4,Maricopa County,0,0
1493,1,0,0,2,0,"3501 NORTH SCOTTSDALE RD., STE 226",85251,SCOTTSDALE,AZ,33.4890309,-111.92543629999999,13,4,Maricopa County,0,0
1494,1,0,0,2,0,3502 E EQUSTRIAN TRAIL,85044,PHOENIX,AZ,33.3360977,-112.00768490000002,13,4,Maricopa County,0,0
1495,1,0,0,2,0,3502 E. DESERT TRUMPET RD.,85044,PHOENIX,AZ,33.3136613,-112.00821370000001,13,4,Maricopa County,0,0
